profile_record_id,protein,family_id,preparation_state,cut_or_part,compound_name,cas,compound_group,evidence_mode,sensory_validation_mode,direct_source_state,importance_class,importance_detail,concentration,concentration_unit,sensory_metric_type,sensory_metric_value,odor_descriptor,source_id,source_url,source_context_confounded,promotion_status,notes,product_id,material_scope,mr13_product_status
BP-050,beef,family:beef,dry-aged,traditional dry-aged comparator,phenylacetaldehyde,122-78-1,"Carbonyls, aldehydes",measured,none,dry-aged,dry_age_state_marker,Reported as benzene acetaldehyde/phenylacetaldehyde in dry-aging volatile discussion.,,,,,,SRC-BEEF-AGE-CONTROL-001,https://pmc.ncbi.nlm.nih.gov/articles/PMC9689929/,study_contains_other_coating_treatments,dry_age_delta_only,Not evidence for a generic fresh-beef core.,beef:muscle,traditional dry-aged comparator,active_beef_muscle
BP-051,beef,family:beef,cooked,M. longissimus thoracis; forage comparison,"1,2,4-trimethylbenzene",95-63-6,"Hydrocarbons, aromatics",measured,none,cooked,context_specific_detection,Detected at low relative abundance in both dietary groups; no sensory validation.,,relative %,,,,SRC-BEEF-DIET-001,https://www.frontiersin.org/journals/veterinary-science/articles/10.3389/fvets.2024.1416365/full,diet_comparison,state_specific_detection_not_core,,beef:muscle,M. longissimus thoracis; forage comparison,active_beef_muscle
BP-052,beef,family:beef,dry-rendered,abdominal subcutaneous fat,2-tridecanone,593-08-8,"Carbonyls, ketones",measured,none,dry-rendered fat,fat_specific_detection,Detected in dry-rendered beef fat; not established among source OAV≥1 key set.,,,,,,SRC-BEEF-FAT-001,https://pmc.ncbi.nlm.nih.gov/articles/PMC10486796/,no,superseded_moved_to_beef_fat_profile_v16,MR-13 correction: active observation moved to Verified Beef Fat Profile; source remains SRC-BEEF-FAT-001.,beef:fat,abdominal subcutaneous fat,moved_to_separate_product_v16
BP-053,beef,family:beef,stored / spoilage,minced beef,3-octanone,106-68-3,"Carbonyls, ketones",measured,none,spoilage/storage,spoilage_marker,Associated with spoilage/storage dynamics in minced beef.,,,,,,SRC-BEEF-SPOIL-001,https://pubmed.ncbi.nlm.nih.gov/25462923/,spoilage_context,exclude_from_desirable_culinary_core,Presence in beef does not make it a desirable aroma target.,beef:muscle,minced beef,active_beef_muscle
BP-054,beef,family:beef,seared,beef tenderloin,hexanal,66-25-1,"Carbonyls, aldehydes",measured,sensory_panel_state_level,seared + reverse-seared,dominant_sear_aldehyde,Predominant aldehyde in both seared and reverse-seared steaks.,,,,,,SRC-BEEF-SEAR-001,https://pmc.ncbi.nlm.nih.gov/articles/PMC9317986/,no,eligible_seared_detection_v13,"Sensory evaluation is at steak/state level, not compound-specific GC-O.",beef:muscle,beef tenderloin,active_beef_muscle
BP-055,beef,family:beef,seared,beef tenderloin,pentanal,110-62-3,"Carbonyls, aldehydes",measured,sensory_panel_state_level,seared + reverse-seared,major_sear_aldehyde,Reported after hexanal among the predominant aldehydes in both searing methods.,,,,,,SRC-BEEF-SEAR-001,https://pmc.ncbi.nlm.nih.gov/articles/PMC9317986/,no,eligible_seared_detection_v13,Not compound-specific sensory validation.,beef:muscle,beef tenderloin,active_beef_muscle
BP-056,beef,family:beef,seared,beef tenderloin,heptanal,111-71-7,"Carbonyls, aldehydes",measured,sensory_panel_state_level,seared + reverse-seared,major_sear_aldehyde,Reported with hexanal and pentanal as predominant aldehydes.,,,,,,SRC-BEEF-SEAR-001,https://pmc.ncbi.nlm.nih.gov/articles/PMC9317986/,no,eligible_seared_detection_v13,Not compound-specific sensory validation.,beef:muscle,beef tenderloin,active_beef_muscle
BP-057,beef,family:beef,seared,beef tenderloin,"2,3-octanedione",585-25-1,"Carbonyls, ketones",measured,none,seared + reverse-seared,searing_method_differentiator,One of the compounds significantly increased in reverse-seared steaks versus conventional sear.,,,,,,SRC-BEEF-SEAR-001,https://pmc.ncbi.nlm.nih.gov/articles/PMC9317986/,no,state_differentiating_not_core,Differentiates searing method; do not treat as universal high-heat core from this source alone.,beef:muscle,beef tenderloin,active_beef_muscle
BP-058,beef,family:beef,grilled,beef loin; four finishing diets,1-octen-3-one,4312-99-6,"Carbonyls, ketones",measured,GC-O_high_score,grilled,sensory_important_grilled,Among odorants reaching high GC-O scores across grilled-beef finishing systems.,,,GC-O score,,,SRC-BEEF-GRILL-GCO-001,https://pubmed.ncbi.nlm.nih.gov/22591324/,feed_system_comparison,eligible_grilled_sensory_v13,,beef:muscle,beef loin; four finishing diets,active_beef_muscle
BP-059,beef,family:beef,grilled,beef loin; four finishing diets,(E)-2-octenal,2548-87-0,"Carbonyls, aldehydes",measured,GC-O_high_score,grilled,sensory_important_grilled,Among odorants reaching high GC-O scores.,,,GC-O score,,,SRC-BEEF-GRILL-GCO-001,https://pubmed.ncbi.nlm.nih.gov/22591324/,feed_system_comparison,eligible_grilled_sensory_v13,,beef:muscle,beef loin; four finishing diets,active_beef_muscle
BP-060,beef,family:beef,grilled,beef loin; four finishing diets,methional,3268-49-3,Sulfur compounds,measured,GC-O_high_score,grilled,sensory_important_grilled,Among odorants reaching high GC-O scores; concentration differed with finishing diet.,,,GC-O score,,,SRC-BEEF-GRILL-GCO-001,https://pubmed.ncbi.nlm.nih.gov/22591324/,feed_system_comparison,eligible_grilled_sensory_v13,,beef:muscle,beef loin; four finishing diets,active_beef_muscle
BP-061,beef,family:beef,grilled,beef loin; four finishing diets,hexanal,66-25-1,"Carbonyls, aldehydes",measured,GC-O_high_score,grilled,sensory_important_grilled,Among odorants reaching high GC-O scores.,,,GC-O score,,,SRC-BEEF-GRILL-GCO-001,https://pubmed.ncbi.nlm.nih.gov/22591324/,feed_system_comparison,eligible_grilled_sensory_v13,,beef:muscle,beef loin; four finishing diets,active_beef_muscle
BP-062,beef,family:beef,grilled,Longissimus lumborum; USDA quality grades,phenylacetaldehyde,122-78-1,"Carbonyls, aldehydes",measured,sensory_correlation,grilled,quality_grade_sensory_correlate,Greater in Prime and Low Choice than Standard and associated with favorable sensory attributes.,,,sensory_correlation,,,SRC-BEEF-GRILL-GRADE-001,https://pubmed.ncbi.nlm.nih.gov/26555563/,quality_grade_comparison,grilled_fat_weighting_evidence,Correlation is not causal sensory validation.,beef:muscle,Longissimus lumborum; USDA quality grades,active_beef_muscle
BP-063,beef,family:beef,grilled,Longissimus lumborum; USDA quality grades,"2,3-butanedione",431-03-8,"Carbonyls, ketones",measured,sensory_correlation,grilled,quality_grade_sensory_correlate,Greatest in Prime; quality grade associated with descriptive and consumer flavor differences.,,,sensory_correlation,,,SRC-BEEF-GRILL-GRADE-001,https://pubmed.ncbi.nlm.nih.gov/26555563/,quality_grade_comparison,grilled_fat_weighting_evidence,Correlation is not causal sensory validation.,beef:muscle,Longissimus lumborum; USDA quality grades,active_beef_muscle
BP-064,beef,family:beef,grilled,Longissimus lumborum; USDA quality grades,3-hydroxy-2-butanone,513-86-0,"Carbonyls, ketones",measured,sensory_correlation,grilled,quality_grade_sensory_correlate,Greatest in Prime and positively correlated with overall liking and descriptive flavor attributes.,,,sensory_correlation,,,SRC-BEEF-GRILL-GRADE-001,https://pubmed.ncbi.nlm.nih.gov/26555563/,quality_grade_comparison,grilled_fat_weighting_evidence,Correlation is not causal sensory validation.,beef:muscle,Longissimus lumborum; USDA quality grades,active_beef_muscle
BP-065,beef,family:beef,dry-aged,M. longissimus lumborum; Holstein; 28 d,2-methylbutanal,96-17-3,"Carbonyls, aldehydes",measured,none,dry_aged_28d,dry_age_differentiator,One of the source's principal compounds explaining dry-vs-wet aroma divergence; substantially higher at day 28 dry aging.,,,,,,SRC-BEEF-AGE-001,https://pmc.ncbi.nlm.nih.gov/articles/PMC7828147/,no,eligible_dry_age_delta_v14,"Numeric source value is instrument peak area and is retained in Beef Quantitative Deltas, not mislabeled as concentration.",beef:muscle,M. longissimus lumborum; Holstein; 28 d,active_beef_muscle
BP-066,beef,family:beef,wet-aged,M. longissimus lumborum; Holstein; 28 d,2-methylbutanal,96-17-3,"Carbonyls, aldehydes",measured,none,wet_aged_28d,wet_age_comparator,Measured in the matched wet-aged comparator at day 28.,,,,,,SRC-BEEF-AGE-001,https://pmc.ncbi.nlm.nih.gov/articles/PMC7828147/,no,comparator_only,,beef:muscle,M. longissimus lumborum; Holstein; 28 d,active_beef_muscle
BP-067,beef,family:beef,dry-aged,M. longissimus lumborum; Holstein; 28 d,2-methylpropanal,78-84-2,"Carbonyls, aldehydes",measured,none,dry_aged_28d,dry_age_differentiator,One of the principal dry-aging differentiators identified by the source; present at day 28 dry aging while day-28 wet comparator was not detected.,,,,,,SRC-BEEF-AGE-001,https://pmc.ncbi.nlm.nih.gov/articles/PMC7828147/,no,eligible_dry_age_delta_v14,No wet-aged measured row is created for the day-28 non-detect.,beef:muscle,M. longissimus lumborum; Holstein; 28 d,active_beef_muscle
BP-068,beef,family:beef,dry-aged,M. longissimus lumborum; Holstein; 28 d,propanal,123-38-6,"Carbonyls, aldehydes",measured,none,dry_aged_28d,dry_age_differentiator,Principal dry-aging differentiator associated with lipid oxidation; higher at day 28 dry versus wet aging.,,,,,,SRC-BEEF-AGE-001,https://pmc.ncbi.nlm.nih.gov/articles/PMC7828147/,no,eligible_dry_age_delta_v14,,beef:muscle,M. longissimus lumborum; Holstein; 28 d,active_beef_muscle
BP-069,beef,family:beef,wet-aged,M. longissimus lumborum; Holstein; 28 d,propanal,123-38-6,"Carbonyls, aldehydes",measured,none,wet_aged_28d,wet_age_comparator,Measured in matched wet-aged comparator.,,,,,,SRC-BEEF-AGE-001,https://pmc.ncbi.nlm.nih.gov/articles/PMC7828147/,no,comparator_only,,beef:muscle,M. longissimus lumborum; Holstein; 28 d,active_beef_muscle
BP-070,beef,family:beef,dry-aged,M. longissimus lumborum; Holstein; 28 d,2-methyl-2-propanethiol,75-66-1,Sulfur compounds,measured,none,dry_aged_28d,dry_age_differentiator,Dry-aging sulfur compound strongly elevated at day 28 relative to wet aging.,,,,,,SRC-BEEF-AGE-001,https://pmc.ncbi.nlm.nih.gov/articles/PMC7828147/,no,eligible_dry_age_delta_v14,,beef:muscle,M. longissimus lumborum; Holstein; 28 d,active_beef_muscle
BP-071,beef,family:beef,wet-aged,M. longissimus lumborum; Holstein; 28 d,2-methyl-2-propanethiol,75-66-1,Sulfur compounds,measured,none,wet_aged_28d,wet_age_comparator,Measured in matched wet-aged comparator.,,,,,,SRC-BEEF-AGE-001,https://pmc.ncbi.nlm.nih.gov/articles/PMC7828147/,no,comparator_only,,beef:muscle,M. longissimus lumborum; Holstein; 28 d,active_beef_muscle
BP-072,beef,family:beef,dry-aged,M. longissimus lumborum; Holstein; 28 d,ethyl propanoate,105-37-3,Esters,measured,none,dry_aged_28d,dry_age_differentiator,Strong dry-aging ester delta; source associates ester formation with microbial/lipolytic activity.,,,,,,SRC-BEEF-AGE-001,https://pmc.ncbi.nlm.nih.gov/articles/PMC7828147/,no,eligible_dry_age_delta_v14,,beef:muscle,M. longissimus lumborum; Holstein; 28 d,active_beef_muscle
BP-073,beef,family:beef,wet-aged,M. longissimus lumborum; Holstein; 28 d,ethyl propanoate,105-37-3,Esters,measured,none,wet_aged_28d,wet_age_comparator,Measured in matched wet-aged comparator.,,,,,,SRC-BEEF-AGE-001,https://pmc.ncbi.nlm.nih.gov/articles/PMC7828147/,no,comparator_only,,beef:muscle,M. longissimus lumborum; Holstein; 28 d,active_beef_muscle
BP-074,beef,family:beef,dry-aged,M. longissimus lumborum; Holstein; 28 d,tetrahydrofuran,109-99-9,Ethers,measured,none,dry_aged_28d,dry_age_differentiator,Higher at day 28 dry versus wet aging.,,,,,,SRC-BEEF-AGE-001,https://pmc.ncbi.nlm.nih.gov/articles/PMC7828147/,no,eligible_dry_age_delta_v14,,beef:muscle,M. longissimus lumborum; Holstein; 28 d,active_beef_muscle
BP-075,beef,family:beef,wet-aged,M. longissimus lumborum; Holstein; 28 d,tetrahydrofuran,109-99-9,Ethers,measured,none,wet_aged_28d,wet_age_comparator,Measured in matched wet-aged comparator.,,,,,,SRC-BEEF-AGE-001,https://pmc.ncbi.nlm.nih.gov/articles/PMC7828147/,no,comparator_only,,beef:muscle,M. longissimus lumborum; Holstein; 28 d,active_beef_muscle
BP-076,beef,family:beef,dry-aged,M. longissimus lumborum; Holstein; 28 d,3-heptanone,106-35-4,"Carbonyls, ketones",measured,none,dry_aged_28d,dry_age_differentiator,Higher at day 28 dry versus wet aging.,,,,,,SRC-BEEF-AGE-001,https://pmc.ncbi.nlm.nih.gov/articles/PMC7828147/,no,eligible_dry_age_delta_v14,,beef:muscle,M. longissimus lumborum; Holstein; 28 d,active_beef_muscle
BP-077,beef,family:beef,wet-aged,M. longissimus lumborum; Holstein; 28 d,3-heptanone,106-35-4,"Carbonyls, ketones",measured,none,wet_aged_28d,wet_age_comparator,Measured in matched wet-aged comparator.,,,,,,SRC-BEEF-AGE-001,https://pmc.ncbi.nlm.nih.gov/articles/PMC7828147/,no,comparator_only,,beef:muscle,M. longissimus lumborum; Holstein; 28 d,active_beef_muscle
BP-078,beef,family:beef,grilled dry-aged,Longissimus thoracis et lumborum; 35 d dry-aged,3-hydroxy-2-butanone,513-86-0,"Carbonyls, ketones",measured,GC-O + consumer_association,grilled_after_35d_dry_age,sensory_linked_dry_age_delta,Significantly higher in dry-aged than wet-aged grilled beef and associated with the preferred 35-day dry-aged volatile profile.,,,,,buttery,SRC-BEEF-AGE-COOK-001,https://pmc.ncbi.nlm.nih.gov/articles/PMC8701841/,no,eligible_dry_age_cooked_delta_v14,Association with liking does not substitute for omission/recombination causality.,beef:muscle,Longissimus thoracis et lumborum; 35 d dry-aged,active_beef_muscle
BP-079,beef,family:beef,grilled dry-aged,Longissimus thoracis et lumborum; 35 d dry-aged,2-acetyl-2-thiazoline,29926-41-8,"Heterocycles, thiazolines",measured,GC-O + consumer_association,grilled_after_35d_dry_age,sensory_linked_dry_age_delta,Significantly higher in dry-aged than wet-aged grilled beef; dry-aged aromagram showed higher roasted odor intensity.,,,,,roasted,SRC-BEEF-AGE-COOK-001,https://pmc.ncbi.nlm.nih.gov/articles/PMC8701841/,no,eligible_dry_age_cooked_delta_v14,Association with liking does not substitute for omission/recombination causality.,beef:muscle,Longissimus thoracis et lumborum; 35 d dry-aged,active_beef_muscle
