record_id,product_id,family_id,material_role,preparation_state,source_id,source_group,normalized_group,compound_name_source,specific_ion_mz,lri,commercial_egg_CE,blue_shell_BSE,woorimatdag1,woorimatdag2,sem,metric,identification_method,numeric_match_factor,mr09_status,commercial_egg_detected,culinary_relevance_route,notes
DEY-BOIL-060,egg:yolk_chicken,family:egg,yolk_carrier,boiled_100C_15min,SRC-EGG-YOLK-BOIL-001,Hydrocarbon,Cycloalkanes,Cyclotetradecane,57.0,1694,0.0,0.0,0.0,0.004,0.0008,AU × 10^6,HS-SPME-GC-MS; source method references prior VOC-identification procedure; LRI reported for every row,,partial_no_numeric_match_factor,no,normal_culinary_evidence,CE = commercial chicken egg control; breed values retained separately. Source-group taxonomy is preserved.
DEY-BOIL-061,egg:yolk_chicken,family:egg,yolk_carrier,boiled_100C_15min,SRC-EGG-YOLK-BOIL-001,Hydrocarbon,Siloxanes,"Cyclotetrasiloxane, octamethyl-",281.1,1004,15.258,18.076,17.966,11.31,1.1159,AU × 10^6,HS-SPME-GC-MS; source method references prior VOC-identification procedure; LRI reported for every row,,partial_no_numeric_match_factor,yes,analytical_background,MR-17: method/column artifact. Preserve the raw source row; suppress corpus-wide from flavor profiles and DF/IDF.
DEY-BOIL-062,egg:yolk_chicken,family:egg,yolk_carrier,boiled_100C_15min,SRC-EGG-YOLK-BOIL-001,Hydrocarbon,Alkanes,Decane,57.0,995,0.825,0.592,0.46,0.442,0.0644,AU × 10^6,HS-SPME-GC-MS; source method references prior VOC-identification procedure; LRI reported for every row,,partial_no_numeric_match_factor,yes,normal_culinary_evidence,CE = commercial chicken egg control; breed values retained separately. Source-group taxonomy is preserved.
DEY-BOIL-063,egg:yolk_chicken,family:egg,yolk_carrier,boiled_100C_15min,SRC-EGG-YOLK-BOIL-001,Hydrocarbon,Alkanes,"Decane, 2,4-dimethyl-",71.1,1109,0.034,0.023,0.016,0.02,0.0055,AU × 10^6,HS-SPME-GC-MS; source method references prior VOC-identification procedure; LRI reported for every row,,partial_no_numeric_match_factor,yes,normal_culinary_evidence,CE = commercial chicken egg control; breed values retained separately. Source-group taxonomy is preserved.
DEY-BOIL-064,egg:yolk_chicken,family:egg,yolk_carrier,boiled_100C_15min,SRC-EGG-YOLK-BOIL-001,Hydrocarbon,Alkanes,"Decane, 2-methyl-",57.0,1062,0.106,0.13,0.103,0.054,0.0307,AU × 10^6,HS-SPME-GC-MS; source method references prior VOC-identification procedure; LRI reported for every row,,partial_no_numeric_match_factor,yes,normal_culinary_evidence,CE = commercial chicken egg control; breed values retained separately. Source-group taxonomy is preserved.
DEY-BOIL-065,egg:yolk_chicken,family:egg,yolk_carrier,boiled_100C_15min,SRC-EGG-YOLK-BOIL-001,Hydrocarbon,Alkanes,"Decane, 3-methyl-",71.1,1068,0.186,0.078,0.109,0.05,0.0268,AU × 10^6,HS-SPME-GC-MS; source method references prior VOC-identification procedure; LRI reported for every row,,partial_no_numeric_match_factor,yes,normal_culinary_evidence,CE = commercial chicken egg control; breed values retained separately. Source-group taxonomy is preserved.
DEY-BOIL-066,egg:yolk_chicken,family:egg,yolk_carrier,boiled_100C_15min,SRC-EGG-YOLK-BOIL-001,Hydrocarbon,Alkanes,"Decane, 4-methyl-",71.0,1065,0.037,0.04,0.018,0.031,0.0061,AU × 10^6,HS-SPME-GC-MS; source method references prior VOC-identification procedure; LRI reported for every row,,partial_no_numeric_match_factor,yes,normal_culinary_evidence,CE = commercial chicken egg control; breed values retained separately. Source-group taxonomy is preserved.
DEY-BOIL-067,egg:yolk_chicken,family:egg,yolk_carrier,boiled_100C_15min,SRC-EGG-YOLK-BOIL-001,Hydrocarbon,Terpenes,D-Limonene,68.0,1026,0.0,0.0,0.005,0.006,0.0019,AU × 10^6,HS-SPME-GC-MS; source method references prior VOC-identification procedure; LRI reported for every row,,partial_no_numeric_match_factor,no,normal_culinary_evidence,CE = commercial chicken egg control; breed values retained separately. Source-group taxonomy is preserved.
DEY-BOIL-068,egg:yolk_chicken,family:egg,yolk_carrier,boiled_100C_15min,SRC-EGG-YOLK-BOIL-001,Hydrocarbon,Alkanes,Dodecane,57.0,1200,0.125,0.105,0.071,0.166,0.0166,AU × 10^6,HS-SPME-GC-MS; source method references prior VOC-identification procedure; LRI reported for every row,,partial_no_numeric_match_factor,yes,normal_culinary_evidence,CE = commercial chicken egg control; breed values retained separately. Source-group taxonomy is preserved.
DEY-BOIL-069,egg:yolk_chicken,family:egg,yolk_carrier,boiled_100C_15min,SRC-EGG-YOLK-BOIL-001,Hydrocarbon,Alkanes,"Dodecane, 2,6,11-trimethyl-",71.1,1285,0.029,0.021,0.011,0.018,0.0025,AU × 10^6,HS-SPME-GC-MS; source method references prior VOC-identification procedure; LRI reported for every row,,partial_no_numeric_match_factor,yes,normal_culinary_evidence,CE = commercial chicken egg control; breed values retained separately. Source-group taxonomy is preserved.
DEY-BOIL-070,egg:yolk_chicken,family:egg,yolk_carrier,boiled_100C_15min,SRC-EGG-YOLK-BOIL-001,Hydrocarbon,Alkanes,"Dodecane, 2,7,10-trimethyl-",71.1,1331,0.008,0.008,0.01,0.008,0.0041,AU × 10^6,HS-SPME-GC-MS; source method references prior VOC-identification procedure; LRI reported for every row,,partial_no_numeric_match_factor,yes,normal_culinary_evidence,CE = commercial chicken egg control; breed values retained separately. Source-group taxonomy is preserved.
DEY-BOIL-071,egg:yolk_chicken,family:egg,yolk_carrier,boiled_100C_15min,SRC-EGG-YOLK-BOIL-001,Hydrocarbon,Alkanes,"Dodecane, 4,6-dimethyl-",71.1,1330,0.004,0.0,0.004,0.0,0.0013,AU × 10^6,HS-SPME-GC-MS; source method references prior VOC-identification procedure; LRI reported for every row,,partial_no_numeric_match_factor,yes,normal_culinary_evidence,CE = commercial chicken egg control; breed values retained separately. Source-group taxonomy is preserved.
DEY-BOIL-072,egg:yolk_chicken,family:egg,yolk_carrier,boiled_100C_15min,SRC-EGG-YOLK-BOIL-001,Hydrocarbon,Alkanes,"Dodecane, 4-methyl-",57.1,1268,0.015,0.008,0.003,0.0,0.0026,AU × 10^6,HS-SPME-GC-MS; source method references prior VOC-identification procedure; LRI reported for every row,,partial_no_numeric_match_factor,yes,normal_culinary_evidence,CE = commercial chicken egg control; breed values retained separately. Source-group taxonomy is preserved.
DEY-BOIL-073,egg:yolk_chicken,family:egg,yolk_carrier,boiled_100C_15min,SRC-EGG-YOLK-BOIL-001,Hydrocarbon,Alkanes,"Dodecane, 5-methyl-",57.1,1253,0.009,0.008,0.009,0.008,0.0026,AU × 10^6,HS-SPME-GC-MS; source method references prior VOC-identification procedure; LRI reported for every row,,partial_no_numeric_match_factor,yes,normal_culinary_evidence,CE = commercial chicken egg control; breed values retained separately. Source-group taxonomy is preserved.
DEY-BOIL-074,egg:yolk_chicken,family:egg,yolk_carrier,boiled_100C_15min,SRC-EGG-YOLK-BOIL-001,Hydrocarbon,Alkanes,Heptadecane,57.0,1702,0.006,0.007,0.01,0.032,0.005,AU × 10^6,HS-SPME-GC-MS; source method references prior VOC-identification procedure; LRI reported for every row,,partial_no_numeric_match_factor,yes,normal_culinary_evidence,CE = commercial chicken egg control; breed values retained separately. Source-group taxonomy is preserved.
DEY-BOIL-075,egg:yolk_chicken,family:egg,yolk_carrier,boiled_100C_15min,SRC-EGG-YOLK-BOIL-001,Hydrocarbon,Alkanes,"Heptane, 2,3,4-trimethyl-",57.0,944,0.052,0.049,0.028,0.03,0.0057,AU × 10^6,HS-SPME-GC-MS; source method references prior VOC-identification procedure; LRI reported for every row,,partial_no_numeric_match_factor,yes,normal_culinary_evidence,CE = commercial chicken egg control; breed values retained separately. Source-group taxonomy is preserved.
DEY-BOIL-076,egg:yolk_chicken,family:egg,yolk_carrier,boiled_100C_15min,SRC-EGG-YOLK-BOIL-001,Hydrocarbon,Alkanes,"Heptane, 2,5,5-trimethyl-",57.0,901,0.013,0.017,0.017,0.01,0.0032,AU × 10^6,HS-SPME-GC-MS; source method references prior VOC-identification procedure; LRI reported for every row,,partial_no_numeric_match_factor,yes,normal_culinary_evidence,CE = commercial chicken egg control; breed values retained separately. Source-group taxonomy is preserved.
DEY-BOIL-077,egg:yolk_chicken,family:egg,yolk_carrier,boiled_100C_15min,SRC-EGG-YOLK-BOIL-001,Hydrocarbon,Alkanes,"Heptane, 3,4,5-trimethyl-",43.0,941,0.042,0.024,0.033,0.01,0.0057,AU × 10^6,HS-SPME-GC-MS; source method references prior VOC-identification procedure; LRI reported for every row,,partial_no_numeric_match_factor,yes,normal_culinary_evidence,CE = commercial chicken egg control; breed values retained separately. Source-group taxonomy is preserved.
DEY-BOIL-078,egg:yolk_chicken,family:egg,yolk_carrier,boiled_100C_15min,SRC-EGG-YOLK-BOIL-001,Hydrocarbon,Alkanes,"Heptane, 3,4-dimethyl-",57.1,844,0.022,0.014,0.021,0.04,0.0084,AU × 10^6,HS-SPME-GC-MS; source method references prior VOC-identification procedure; LRI reported for every row,,partial_no_numeric_match_factor,yes,normal_culinary_evidence,CE = commercial chicken egg control; breed values retained separately. Source-group taxonomy is preserved.
DEY-BOIL-079,egg:yolk_chicken,family:egg,yolk_carrier,boiled_100C_15min,SRC-EGG-YOLK-BOIL-001,Hydrocarbon,Alkanes,"Heptane, 4-ethyl-",43.0,844,0.023,0.017,0.009,0.0,0.0052,AU × 10^6,HS-SPME-GC-MS; source method references prior VOC-identification procedure; LRI reported for every row,,partial_no_numeric_match_factor,yes,normal_culinary_evidence,CE = commercial chicken egg control; breed values retained separately. Source-group taxonomy is preserved.
DEY-BOIL-080,egg:yolk_chicken,family:egg,yolk_carrier,boiled_100C_15min,SRC-EGG-YOLK-BOIL-001,Hydrocarbon,Alkanes,Hexadecane,71.1,1600,0.0,0.0,0.013,0.035,0.0023,AU × 10^6,HS-SPME-GC-MS; source method references prior VOC-identification procedure; LRI reported for every row,,partial_no_numeric_match_factor,no,normal_culinary_evidence,CE = commercial chicken egg control; breed values retained separately. Source-group taxonomy is preserved.
DEY-BOIL-081,egg:yolk_chicken,family:egg,yolk_carrier,boiled_100C_15min,SRC-EGG-YOLK-BOIL-001,Hydrocarbon,Alkanes,"Hexane, 3,3-dimethyl-",43.0,751,0.033,0.04,0.026,0.0,0.0035,AU × 10^6,HS-SPME-GC-MS; source method references prior VOC-identification procedure; LRI reported for every row,,partial_no_numeric_match_factor,yes,normal_culinary_evidence,CE = commercial chicken egg control; breed values retained separately. Source-group taxonomy is preserved.
DEY-BOIL-082,egg:yolk_chicken,family:egg,yolk_carrier,boiled_100C_15min,SRC-EGG-YOLK-BOIL-001,Hydrocarbon,Alkanes,"Hexane, 3-ethyl-",43.1,768,0.681,0.688,0.441,0.289,0.0323,AU × 10^6,HS-SPME-GC-MS; source method references prior VOC-identification procedure; LRI reported for every row,,partial_no_numeric_match_factor,yes,normal_culinary_evidence,CE = commercial chicken egg control; breed values retained separately. Source-group taxonomy is preserved.
DEY-BOIL-083,egg:yolk_chicken,family:egg,yolk_carrier,boiled_100C_15min,SRC-EGG-YOLK-BOIL-001,Hydrocarbon,Alkanes,"Hexane, 3-ethyl-2,5-dimethyl-",57.1,887,0.012,0.015,0.009,0.004,0.0023,AU × 10^6,HS-SPME-GC-MS; source method references prior VOC-identification procedure; LRI reported for every row,,partial_no_numeric_match_factor,yes,normal_culinary_evidence,CE = commercial chicken egg control; breed values retained separately. Source-group taxonomy is preserved.
DEY-BOIL-084,egg:yolk_chicken,family:egg,yolk_carrier,boiled_100C_15min,SRC-EGG-YOLK-BOIL-001,Hydrocarbon,Nitrogen heterocycles,Indole,117.0,1298,0.077,0.0,0.0,0.0,0.0217,AU × 10^6,HS-SPME-GC-MS; source method references prior VOC-identification procedure; LRI reported for every row,,partial_no_numeric_match_factor,yes,normal_culinary_evidence,Source group Hydrocarbon.
DEY-BOIL-085,egg:yolk_chicken,family:egg,yolk_carrier,boiled_100C_15min,SRC-EGG-YOLK-BOIL-001,Hydrocarbon,Halogenated nitrogen compounds,"Methane, dichloronitro-",83.0,557,0.048,0.376,0.238,0.155,0.0389,AU × 10^6,HS-SPME-GC-MS; source method references prior VOC-identification procedure; LRI reported for every row,,partial_no_numeric_match_factor,yes,normal_culinary_evidence,Source group Hydrocarbon.
DEY-BOIL-086,egg:yolk_chicken,family:egg,yolk_carrier,boiled_100C_15min,SRC-EGG-YOLK-BOIL-001,Hydrocarbon,Alkanes,Nonane,57.0,894,0.016,0.023,0.007,0.007,0.0037,AU × 10^6,HS-SPME-GC-MS; source method references prior VOC-identification procedure; LRI reported for every row,,partial_no_numeric_match_factor,yes,normal_culinary_evidence,CE = commercial chicken egg control; breed values retained separately. Source-group taxonomy is preserved.
DEY-BOIL-087,egg:yolk_chicken,family:egg,yolk_carrier,boiled_100C_15min,SRC-EGG-YOLK-BOIL-001,Hydrocarbon,Alkanes,"Nonane, 2,3-dimethyl-",71.1,1065,0.027,0.0,0.0,0.0,0.0056,AU × 10^6,HS-SPME-GC-MS; source method references prior VOC-identification procedure; LRI reported for every row,,partial_no_numeric_match_factor,yes,normal_culinary_evidence,CE = commercial chicken egg control; breed values retained separately. Source-group taxonomy is preserved.
DEY-BOIL-088,egg:yolk_chicken,family:egg,yolk_carrier,boiled_100C_15min,SRC-EGG-YOLK-BOIL-001,Hydrocarbon,Alkanes,"Nonane, 2,5-dimethyl-",57.0,1012,0.113,0.12,0.057,0.053,0.0068,AU × 10^6,HS-SPME-GC-MS; source method references prior VOC-identification procedure; LRI reported for every row,,partial_no_numeric_match_factor,yes,normal_culinary_evidence,CE = commercial chicken egg control; breed values retained separately. Source-group taxonomy is preserved.
DEY-BOIL-089,egg:yolk_chicken,family:egg,yolk_carrier,boiled_100C_15min,SRC-EGG-YOLK-BOIL-001,Hydrocarbon,Alkanes,"Nonane, 2,6-dimethyl-",71.0,1022,0.21,0.137,0.105,0.085,0.0148,AU × 10^6,HS-SPME-GC-MS; source method references prior VOC-identification procedure; LRI reported for every row,,partial_no_numeric_match_factor,yes,normal_culinary_evidence,CE = commercial chicken egg control; breed values retained separately. Source-group taxonomy is preserved.
DEY-BOIL-090,egg:yolk_chicken,family:egg,yolk_carrier,boiled_100C_15min,SRC-EGG-YOLK-BOIL-001,Hydrocarbon,Alkanes,"Nonane, 3,7-dimethyl-",57.0,1034,0.0,0.006,0.01,0.0,0.0039,AU × 10^6,HS-SPME-GC-MS; source method references prior VOC-identification procedure; LRI reported for every row,,partial_no_numeric_match_factor,no,normal_culinary_evidence,CE = commercial chicken egg control; breed values retained separately. Source-group taxonomy is preserved.
DEY-BOIL-091,egg:yolk_chicken,family:egg,yolk_carrier,boiled_100C_15min,SRC-EGG-YOLK-BOIL-001,Hydrocarbon,Alkanes,"Nonane, 3-methyl-",57.1,956,0.016,0.009,0.02,0.013,0.0062,AU × 10^6,HS-SPME-GC-MS; source method references prior VOC-identification procedure; LRI reported for every row,,partial_no_numeric_match_factor,yes,normal_culinary_evidence,CE = commercial chicken egg control; breed values retained separately. Source-group taxonomy is preserved.
DEY-BOIL-092,egg:yolk_chicken,family:egg,yolk_carrier,boiled_100C_15min,SRC-EGG-YOLK-BOIL-001,Hydrocarbon,Alkanes,"Nonane, 4-methyl-",57.0,947,0.068,0.062,0.04,0.0,0.0166,AU × 10^6,HS-SPME-GC-MS; source method references prior VOC-identification procedure; LRI reported for every row,,partial_no_numeric_match_factor,yes,normal_culinary_evidence,CE = commercial chicken egg control; breed values retained separately. Source-group taxonomy is preserved.
DEY-BOIL-093,egg:yolk_chicken,family:egg,yolk_carrier,boiled_100C_15min,SRC-EGG-YOLK-BOIL-001,Hydrocarbon,Alkanes,"Octane, 2,3,6-trimethyl-",71.0,1058,0.0,0.003,0.0,0.0,0.0007,AU × 10^6,HS-SPME-GC-MS; source method references prior VOC-identification procedure; LRI reported for every row,,partial_no_numeric_match_factor,no,normal_culinary_evidence,CE = commercial chicken egg control; breed values retained separately. Source-group taxonomy is preserved.
DEY-BOIL-094,egg:yolk_chicken,family:egg,yolk_carrier,boiled_100C_15min,SRC-EGG-YOLK-BOIL-001,Hydrocarbon,Alkanes,"Octane, 2,3-dimethyl-",57.1,948,0.0,0.0,0.03,0.013,0.0068,AU × 10^6,HS-SPME-GC-MS; source method references prior VOC-identification procedure; LRI reported for every row,,partial_no_numeric_match_factor,no,normal_culinary_evidence,CE = commercial chicken egg control; breed values retained separately. Source-group taxonomy is preserved.
DEY-BOIL-095,egg:yolk_chicken,family:egg,yolk_carrier,boiled_100C_15min,SRC-EGG-YOLK-BOIL-001,Hydrocarbon,Alkanes,"Octane, 2,4,6-trimethyl-",57.0,964,0.098,0.078,0.051,0.058,0.0071,AU × 10^6,HS-SPME-GC-MS; source method references prior VOC-identification procedure; LRI reported for every row,,partial_no_numeric_match_factor,yes,normal_culinary_evidence,CE = commercial chicken egg control; breed values retained separately. Source-group taxonomy is preserved.
DEY-BOIL-096,egg:yolk_chicken,family:egg,yolk_carrier,boiled_100C_15min,SRC-EGG-YOLK-BOIL-001,Hydrocarbon,Epoxides,"Oxirane, 2-methyl-3-propyl-, trans-",43.1,665,1.757,1.042,1.399,0.503,0.4296,AU × 10^6,HS-SPME-GC-MS; source method references prior VOC-identification procedure; LRI reported for every row,,partial_no_numeric_match_factor,yes,normal_culinary_evidence,Source group Hydrocarbon.
DEY-BOIL-097,egg:yolk_chicken,family:egg,yolk_carrier,boiled_100C_15min,SRC-EGG-YOLK-BOIL-001,Hydrocarbon,Alkanes,Pentadecane,57.1,1503,0.01,0.011,0.171,0.026,0.0799,AU × 10^6,HS-SPME-GC-MS; source method references prior VOC-identification procedure; LRI reported for every row,,partial_no_numeric_match_factor,yes,normal_culinary_evidence,CE = commercial chicken egg control; breed values retained separately. Source-group taxonomy is preserved.
DEY-BOIL-098,egg:yolk_chicken,family:egg,yolk_carrier,boiled_100C_15min,SRC-EGG-YOLK-BOIL-001,Hydrocarbon,Alkanes,"Pentane, 2,3,3,4-tetramethyl-",43.1,875,0.005,0.007,0.002,0.0,0.0013,AU × 10^6,HS-SPME-GC-MS; source method references prior VOC-identification procedure; LRI reported for every row,,partial_no_numeric_match_factor,yes,normal_culinary_evidence,CE = commercial chicken egg control; breed values retained separately. Source-group taxonomy is preserved.
DEY-BOIL-099,egg:yolk_chicken,family:egg,yolk_carrier,boiled_100C_15min,SRC-EGG-YOLK-BOIL-001,Hydrocarbon,Alkanes,"Pentane, 2,3-dimethyl-",56.0,664,1.518,0.83,1.129,0.832,0.3814,AU × 10^6,HS-SPME-GC-MS; source method references prior VOC-identification procedure; LRI reported for every row,,partial_no_numeric_match_factor,yes,normal_culinary_evidence,CE = commercial chicken egg control; breed values retained separately. Source-group taxonomy is preserved.
DEY-BOIL-100,egg:yolk_chicken,family:egg,yolk_carrier,boiled_100C_15min,SRC-EGG-YOLK-BOIL-001,Hydrocarbon,Alkanes,"Pentane, 3-methyl-",43.0,585,0.172,1.38,0.939,0.048,0.4193,AU × 10^6,HS-SPME-GC-MS; source method references prior VOC-identification procedure; LRI reported for every row,,partial_no_numeric_match_factor,yes,normal_culinary_evidence,CE = commercial chicken egg control; breed values retained separately. Source-group taxonomy is preserved.
DEY-BOIL-101,egg:yolk_chicken,family:egg,yolk_carrier,boiled_100C_15min,SRC-EGG-YOLK-BOIL-001,Hydrocarbon,Alkanes,Tetradecane,57.0,1400,0.032,0.018,0.012,0.038,0.0081,AU × 10^6,HS-SPME-GC-MS; source method references prior VOC-identification procedure; LRI reported for every row,,partial_no_numeric_match_factor,yes,normal_culinary_evidence,CE = commercial chicken egg control; breed values retained separately. Source-group taxonomy is preserved.
DEY-BOIL-102,egg:yolk_chicken,family:egg,yolk_carrier,boiled_100C_15min,SRC-EGG-YOLK-BOIL-001,Hydrocarbon,Alkanes,Tridecane,71.0,1299,0.021,0.016,0.014,0.03,0.0024,AU × 10^6,HS-SPME-GC-MS; source method references prior VOC-identification procedure; LRI reported for every row,,partial_no_numeric_match_factor,yes,normal_culinary_evidence,CE = commercial chicken egg control; breed values retained separately. Source-group taxonomy is preserved.
DEY-BOIL-103,egg:yolk_chicken,family:egg,yolk_carrier,boiled_100C_15min,SRC-EGG-YOLK-BOIL-001,Hydrocarbon,Alkanes,"Tridecane, 5-methyl-",57.1,1357,0.0,0.0,0.0,0.002,0.0005,AU × 10^6,HS-SPME-GC-MS; source method references prior VOC-identification procedure; LRI reported for every row,,partial_no_numeric_match_factor,no,normal_culinary_evidence,CE = commercial chicken egg control; breed values retained separately. Source-group taxonomy is preserved.
DEY-BOIL-104,egg:yolk_chicken,family:egg,yolk_carrier,boiled_100C_15min,SRC-EGG-YOLK-BOIL-001,Hydrocarbon,Alkanes,Undecane,57.0,1106,0.012,0.009,0.007,0.035,0.0055,AU × 10^6,HS-SPME-GC-MS; source method references prior VOC-identification procedure; LRI reported for every row,,partial_no_numeric_match_factor,yes,normal_culinary_evidence,CE = commercial chicken egg control; breed values retained separately. Source-group taxonomy is preserved.
DEY-BOIL-105,egg:yolk_chicken,family:egg,yolk_carrier,boiled_100C_15min,SRC-EGG-YOLK-BOIL-001,Hydrocarbon,Alkanes,"Undecane, 2,4-dimethyl-",85.0,1212,0.009,0.002,0.0,0.002,0.0021,AU × 10^6,HS-SPME-GC-MS; source method references prior VOC-identification procedure; LRI reported for every row,,partial_no_numeric_match_factor,yes,normal_culinary_evidence,CE = commercial chicken egg control; breed values retained separately. Source-group taxonomy is preserved.
DEY-BOIL-106,egg:yolk_chicken,family:egg,yolk_carrier,boiled_100C_15min,SRC-EGG-YOLK-BOIL-001,Hydrocarbon,Alkanes,"Undecane, 2,6-dimethyl-",57.0,1215,0.025,0.02,0.017,0.02,0.0032,AU × 10^6,HS-SPME-GC-MS; source method references prior VOC-identification procedure; LRI reported for every row,,partial_no_numeric_match_factor,yes,normal_culinary_evidence,CE = commercial chicken egg control; breed values retained separately. Source-group taxonomy is preserved.
DEY-BOIL-107,egg:yolk_chicken,family:egg,yolk_carrier,boiled_100C_15min,SRC-EGG-YOLK-BOIL-001,Hydrocarbon,Alkanes,"Undecane, 2,8-dimethyl-",71.0,1224,0.021,0.008,0.005,0.006,0.0049,AU × 10^6,HS-SPME-GC-MS; source method references prior VOC-identification procedure; LRI reported for every row,,partial_no_numeric_match_factor,yes,normal_culinary_evidence,CE = commercial chicken egg control; breed values retained separately. Source-group taxonomy is preserved.
DEY-BOIL-108,egg:yolk_chicken,family:egg,yolk_carrier,boiled_100C_15min,SRC-EGG-YOLK-BOIL-001,Hydrocarbon,Alkanes,"Undecane, 2-methyl-",57.1,1168,0.013,0.012,0.008,0.011,0.0015,AU × 10^6,HS-SPME-GC-MS; source method references prior VOC-identification procedure; LRI reported for every row,,partial_no_numeric_match_factor,yes,normal_culinary_evidence,CE = commercial chicken egg control; breed values retained separately. Source-group taxonomy is preserved.
DEY-BOIL-109,egg:yolk_chicken,family:egg,yolk_carrier,boiled_100C_15min,SRC-EGG-YOLK-BOIL-001,Hydrocarbon,Alkanes,"Undecane, 3-methyl-",57.1,1174,0.004,0.006,0.004,0.004,0.0011,AU × 10^6,HS-SPME-GC-MS; source method references prior VOC-identification procedure; LRI reported for every row,,partial_no_numeric_match_factor,yes,normal_culinary_evidence,CE = commercial chicken egg control; breed values retained separately. Source-group taxonomy is preserved.
DEY-BOIL-110,egg:yolk_chicken,family:egg,yolk_carrier,boiled_100C_15min,SRC-EGG-YOLK-BOIL-001,Hydrocarbon,Alkanes,"Undecane, 4,4-dimethyl-",85.1,1219,0.005,0.004,0.001,0.0,0.0009,AU × 10^6,HS-SPME-GC-MS; source method references prior VOC-identification procedure; LRI reported for every row,,partial_no_numeric_match_factor,yes,normal_culinary_evidence,CE = commercial chicken egg control; breed values retained separately. Source-group taxonomy is preserved.
DEY-BOIL-111,egg:yolk_chicken,family:egg,yolk_carrier,boiled_100C_15min,SRC-EGG-YOLK-BOIL-001,Hydrocarbon,Alkanes,"Undecane, 4-ethyl-",57.0,1247,0.0,0.005,0.0,0.0,0.0008,AU × 10^6,HS-SPME-GC-MS; source method references prior VOC-identification procedure; LRI reported for every row,,partial_no_numeric_match_factor,no,normal_culinary_evidence,CE = commercial chicken egg control; breed values retained separately. Source-group taxonomy is preserved.
DEY-BOIL-112,egg:yolk_chicken,family:egg,yolk_carrier,boiled_100C_15min,SRC-EGG-YOLK-BOIL-001,Hydrocarbon,Alkanes,"Undecane, 5-methyl-",57.0,1160,0.012,0.011,0.008,0.009,0.0015,AU × 10^6,HS-SPME-GC-MS; source method references prior VOC-identification procedure; LRI reported for every row,,partial_no_numeric_match_factor,yes,normal_culinary_evidence,CE = commercial chicken egg control; breed values retained separately. Source-group taxonomy is preserved.
DEY-BOIL-113,egg:yolk_chicken,family:egg,yolk_carrier,boiled_100C_15min,SRC-EGG-YOLK-BOIL-001,Ketone,Ketone,(+)-2-Bornanone,95.0,1148,0.0,0.0,0.0,0.003,0.0009,AU × 10^6,HS-SPME-GC-MS; source method references prior VOC-identification procedure; LRI reported for every row,,partial_no_numeric_match_factor,no,normal_culinary_evidence,CE = commercial chicken egg control; breed values retained separately. Source-group taxonomy is preserved.
DEY-BOIL-114,egg:yolk_chicken,family:egg,yolk_carrier,boiled_100C_15min,SRC-EGG-YOLK-BOIL-001,Ketone,Ketone,"2,3-Butanedione",43.1,581,0.046,0.068,0.0,0.035,0.0191,AU × 10^6,HS-SPME-GC-MS; source method references prior VOC-identification procedure; LRI reported for every row,,partial_no_numeric_match_factor,yes,normal_culinary_evidence,CE = commercial chicken egg control; breed values retained separately. Source-group taxonomy is preserved.
DEY-BOIL-115,egg:yolk_chicken,family:egg,yolk_carrier,boiled_100C_15min,SRC-EGG-YOLK-BOIL-001,Ketone,Ketone,2-Octanone,43.1,985,0.0,0.0,0.005,0.007,0.0018,AU × 10^6,HS-SPME-GC-MS; source method references prior VOC-identification procedure; LRI reported for every row,,partial_no_numeric_match_factor,no,normal_culinary_evidence,CE = commercial chicken egg control; breed values retained separately. Source-group taxonomy is preserved.
DEY-BOIL-116,egg:yolk_chicken,family:egg,yolk_carrier,boiled_100C_15min,SRC-EGG-YOLK-BOIL-001,Sulfur compound,Sulfur compounds,"2-Ethylthiolane, S,S-dioxide",55.0,975,0.12,0.135,0.132,0.02,0.0278,AU × 10^6,HS-SPME-GC-MS; source method references prior VOC-identification procedure; LRI reported for every row,,partial_no_numeric_match_factor,yes,normal_culinary_evidence,CE = commercial chicken egg control; breed values retained separately. Source-group taxonomy is preserved.
DEY-BOIL-117,egg:yolk_chicken,family:egg,yolk_carrier,boiled_100C_15min,SRC-EGG-YOLK-BOIL-001,Sulfur compound,Sulfur compounds,Carbon disulfide,76.0,546,0.267,0.088,0.527,0.192,0.0446,AU × 10^6,HS-SPME-GC-MS; source method references prior VOC-identification procedure; LRI reported for every row,,partial_no_numeric_match_factor,yes,normal_culinary_evidence,CE = commercial chicken egg control; breed values retained separately. Source-group taxonomy is preserved.
DEY-BOIL-118,egg:yolk_chicken,family:egg,yolk_carrier,boiled_100C_15min,SRC-EGG-YOLK-BOIL-001,Sulfur compound,Sulfur compounds,Cyclic octaatomic sulfur,64.0,2033,0.007,0.0,0.022,0.006,0.0022,AU × 10^6,HS-SPME-GC-MS; source method references prior VOC-identification procedure; LRI reported for every row,,partial_no_numeric_match_factor,yes,normal_culinary_evidence,CE = commercial chicken egg control; breed values retained separately. Source-group taxonomy is preserved.
